player,position,league,usual_category,n_injuries,age,median_days,worst_days,severe_rate
ivan ilić,Central Midfield,Serie A,ankle_foot,13,24,26.0,47.0,0.46153846153846156
ivan ordets,Centre-Back,Bundesliga,other,9,33,8.0,80.0,0.3333333333333333
ivan perišić,Left Winger,Serie A,muscular,5,35,19.0,162.0,0.4
ivan provedel,Goalkeeper,Serie A,illness,5,30,11.0,52.0,0.4
ivan prtajin,Forward,Bundesliga,knee,3,29,12.0,20.0,0.0
ivan radovanovic,Defensive Midfield,Serie A,muscular,2,34,32.5,41.0,0.5
ivan rakitic,Central Midfield,La Liga,illness,1,35,6.0,6.0,0.0
ivan saponjic,Forward,La Liga,muscular,1,24,15.0,15.0,0.0
ivor pandur,Goalkeeper,Serie A,upper_body,1,22,136.0,136.0,1.0
iván arboleda,Goalkeeper,La Liga,muscular,1,26,32.0,32.0,1.0
iván azón,Forward,Serie A,muscular,3,22,9.0,52.0,0.3333333333333333
iván balliu,Right-Back,La Liga,muscular,1,31,24.0,24.0,0.0
iván fresneda,Right-Back,La Liga,muscular,1,18,13.0,13.0,0.0
iván martín,Attacking Midfield,La Liga,fracture,2,26,66.5,105.0,1.0
iñaki peña,Goalkeeper,La Liga,illness,1,23,8.0,8.0,0.0
iñaki williams,Right Winger,La Liga,ankle_foot,4,30,12.0,15.0,0.0
iñigo córdoba,Left Winger,La Liga,knee,2,24,84.0,84.0,1.0
iñigo lekue,Right-Back,La Liga,muscular,5,31,7.0,56.0,0.4
iñigo martínez,Centre-Back,La Liga,muscular,15,34,20.0,58.0,0.4
iñigo pérez,Central Midfield,La Liga,muscular,1,33,73.0,73.0,1.0
iñigo ruiz de galarreta,Central Midfield,La Liga,muscular,8,32,17.5,188.0,0.25
iñigo vicente,Left Winger,La Liga,illness,1,23,18.0,18.0,0.0
i̇lkay gündoğan,Central Midfield,Premier League,muscular,4,35,16.0,26.0,0.0
jaaso jantunen,Goalkeeper,Bundesliga,muscular,1,19,104.0,104.0,1.0
jabez makanda,Defensive Midfield,Bundesliga,ankle_foot,1,19,101.0,101.0,1.0
jacek goralski,Defensive Midfield,Bundesliga,muscular,6,30,39.0,90.0,0.6666666666666666
jack butland,Goalkeeper,Premier League,upper_body,3,30,118.0,118.0,0.6666666666666666
jack grealish,Left Winger,Premier League,muscular,5,30,26.0,80.0,0.4
jack harrison,Left Winger,Premier League,other,1,27,83.0,83.0,1.0
jack hendry,Centre-Back,Serie A,muscular,2,28,37.0,66.0,0.5
jack hinshelwood,Defensive Midfield,Premier League,ankle_foot,2,20,129.0,181.0,1.0
jack o'connell,Centre-Back,Premier League,knee,1,27,1013.0,1013.0,1.0
jack robinson,Centre-Back,Premier League,bruise,1,27,124.0,124.0,1.0
jack stephens,Centre-Back,Premier League,illness,3,31,55.0,74.0,0.6666666666666666
jack taylor,Central Midfield,Premier League,muscular,1,27,31.0,31.0,1.0
jack wilshere,Central Midfield,Premier League,muscular,1,29,12.0,12.0,0.0
jackson irvine,Central Midfield,Bundesliga,ankle_foot,2,32,75.5,135.0,0.5
jackson tchatchoua,Right-Back,Serie A,other,1,22,80.0,80.0,1.0
jacob barrett laursen,Left-Back,Bundesliga,muscular,4,27,11.5,15.0,0.0
jacob brown,Forward,Premier League,knee,1,26,223.0,223.0,1.0
jacob bruun larsen,Left Winger,Bundesliga,other,6,27,27.5,140.0,0.5
jacob christensen,Defensive Midfield,Bundesliga,knee,2,23,43.0,61.0,0.5
jacob greaves,Centre-Back,Premier League,muscular,1,25,65.0,65.0,1.0
jacob lungi sørensen,Defensive Midfield,Premier League,knee,1,24,40.0,40.0,1.0
jacob murphy,Right Winger,Premier League,muscular,2,30,52.0,94.0,0.5
jacob ramsey,Central Midfield,Premier League,muscular,7,24,47.0,120.0,0.7142857142857143
jacobo ramón,Centre-Back,La Liga,muscular,1,20,17.0,17.0,0.0
jacopo da riva,Central Midfield,Serie A,knee,2,20,29.5,32.0,0.5
jacopo dezi,Central Midfield,Serie A,illness,1,29,12.0,12.0,0.0
jacopo fazzini,Central Midfield,Serie A,muscular,7,22,11.0,51.0,0.2857142857142857
jacopo furlan,Goalkeeper,Serie A,muscular,2,30,36.0,48.0,0.5
jacopo sala,Central Midfield,Serie A,muscular,5,31,27.0,34.0,0.2
jacques ekomié,Left-Back,Ligue 1,knee,1,22,29.0,29.0,1.0
jaden philogene,Left Winger,Premier League,knee,12,23,31.0,64.0,0.6666666666666666
jadon sancho,Left Winger,Premier League,other,11,25,10.0,48.0,0.18181818181818182
jae-sung lee,Attacking Midfield,Bundesliga,knee,3,33,32.0,64.0,0.6666666666666666
jailson,Defensive Midfield,La Liga,muscular,1,30,90.0,90.0,1.0
jaime mata,Forward,La Liga,upper_body,1,33,62.0,62.0,1.0
jaka bijol,Centre-Back,Serie A,ankle_foot,3,26,12.0,103.0,0.3333333333333333
jake eastwood,Goalkeeper,Premier League,muscular,1,24,95.0,95.0,1.0
jake livermore,Defensive Midfield,Premier League,illness,1,31,21.0,21.0,0.0
jakob busk,Goalkeeper,Bundesliga,other,4,28,8.0,18.0,0.0
jakob pálsson,Right-Back,Serie A,muscular,1,19,30.0,30.0,1.0
jakov medic,Centre-Back,Bundesliga,head,1,27,9.0,9.0,0.0
jakub jankto,Left Midfield,Serie A,illness,12,29,13.5,81.0,0.3333333333333333
jakub kaminski,Left Winger,Bundesliga,ankle_foot,3,23,8.0,17.0,0.0
jakub moder,Central Midfield,Premier League,ankle_foot,2,26,290.5,576.0,0.5
jakub stolarczyk,Goalkeeper,Premier League,ankle_foot,1,24,140.0,140.0,1.0
jamaal lascelles,Centre-Back,Premier League,muscular,10,30,26.0,407.0,0.5
jamal lewis,Left-Back,Premier League,muscular,5,27,29.0,100.0,0.6
jamal musiala,Attacking Midfield,Bundesliga,muscular,13,22,7.0,71.0,0.07692307692307693
james bree,Right-Back,Premier League,muscular,1,27,27.0,27.0,0.0
james garner,Defensive Midfield,Premier League,back,3,24,90.0,99.0,1.0
james hill,Centre-Back,Premier League,ankle_foot,3,23,35.0,47.0,0.6666666666666666
james justin,Right-Back,Premier League,ankle_foot,3,27,205.0,332.0,0.6666666666666666
james léa siliki,Central Midfield,Ligue 1,muscular,1,25,69.0,69.0,1.0
james maddison,Attacking Midfield,Premier League,knee,11,28,17.0,75.0,0.36363636363636365
james mcarthur,Central Midfield,Premier League,bruise,1,33,125.0,125.0,1.0
james mccarthy,Central Midfield,Premier League,muscular,1,30,28.0,28.0,1.0
james milner,Central Midfield,Premier League,muscular,11,39,25.0,237.0,0.36363636363636365
james olayinka,Central Midfield,Premier League,ankle_foot,1,20,67.0,67.0,1.0
james rodríguez,Attacking Midfield,Premier League,muscular,5,29,14.0,39.0,0.2
james sands,Defensive Midfield,Bundesliga,ankle_foot,3,25,136.0,136.0,1.0
james tarkowski,Centre-Back,Premier League,ankle_foot,2,32,49.5,85.0,0.5
james tomkins,Centre-Back,Premier League,other,2,32,68.0,115.0,0.5
james ward-prowse,Central Midfield,Premier League,muscular,1,26,15.0,15.0,0.0
jamie gittens,Left Winger,Bundesliga,upper_body,6,21,51.5,124.0,0.5
jamie leweling,Right Winger,Bundesliga,other,4,24,8.5,46.0,0.25
jamie shackleton,Right-Back,Premier League,bruise,1,21,38.0,38.0,1.0
jamie vardy,Forward,Premier League,muscular,6,38,13.0,60.0,0.3333333333333333
jan bednarek,Centre-Back,Premier League,head,2,29,12.5,15.0,0.0
jan just,Centre-Back,Ligue 1,back,2,25,28.5,49.0,0.5
jan moravek,Central Midfield,Bundesliga,muscular,2,32,90.0,129.0,1.0
jan oblak,Goalkeeper,La Liga,back,1,30,93.0,93.0,1.0
jan olschowsky,Goalkeeper,Bundesliga,ankle_foot,3,21,15.0,37.0,0.3333333333333333
jan paul van hecke,Centre-Back,Premier League,muscular,3,25,24.0,31.0,0.3333333333333333
jan schröder,Left-Back,Bundesliga,muscular,1,19,74.0,74.0,1.0
jan thielmann,Right Winger,Bundesliga,muscular,9,22,33.0,110.0,0.6666666666666666
jan-hendrik marx,Right-Back,Ligue 1,other,1,26,113.0,113.0,1.0
jandro orellana,Defensive Midfield,La Liga,muscular,2,21,56.5,84.0,1.0
janik haberer,Central Midfield,Bundesliga,head,3,30,15.0,29.0,0.3333333333333333
janis antiste,Forward,Serie A,bruise,2,20,22.5,30.0,0.5
janis blaswich,Goalkeeper,Bundesliga,muscular,1,32,5.0,5.0,0.0
jannes horn,Left-Back,Bundesliga,knee,5,26,51.0,162.0,1.0
janni serra,Forward,Bundesliga,other,1,24,4.0,4.0,0.0
jannik vestergaard,Centre-Back,Premier League,ankle_foot,5,33,11.0,48.0,0.4
japhet tanganga,Centre-Back,Premier League,knee,7,25,57.0,147.0,0.7142857142857143
jarrad branthwaite,Centre-Back,Premier League,muscular,5,23,47.0,61.0,0.8
jarrod bowen,Right Winger,Premier League,ankle_foot,2,28,23.5,34.0,0.5
jason denayer,Centre-Back,Ligue 1,ankle_foot,2,27,39.0,63.0,0.5
jason mbock,Left Winger,Ligue 1,ankle_foot,1,22,93.0,93.0,1.0
jason steele,Goalkeeper,Premier League,bruise,3,35,29.0,102.0,0.6666666666666666
jasper cillessen,Goalkeeper,La Liga,muscular,7,36,46.0,102.0,0.7142857142857143
jastin garcia,Left Winger,La Liga,ankle_foot,1,20,136.0,136.0,1.0
jaume costa,Left-Back,La Liga,other,1,33,8.0,8.0,0.0
jaume doménech,Goalkeeper,La Liga,knee,2,33,157.5,222.0,1.0
jaume grau,Central Midfield,La Liga,other,1,25,51.0,51.0,1.0
javairô dilrosun,Left Winger,Bundesliga,ligament,2,23,40.5,60.0,0.5
javi galán,Left-Back,La Liga,ankle_foot,4,29,10.5,13.0,0.0
javi lópez,Left-Back,La Liga,muscular,3,22,20.0,65.0,0.3333333333333333
javi martínez,Centre-Back,Bundesliga,illness,2,32,38.5,47.0,1.0
javi martón,Forward,La Liga,fracture,1,25,92.0,92.0,1.0
javi moyano,Right-Back,La Liga,muscular,1,35,23.0,23.0,0.0
javi ontiveros,Left Winger,La Liga,upper_body,1,23,40.0,40.0,1.0
javi puado,Left Winger,La Liga,knee,1,27,23.0,23.0,0.0
javi sánchez,Centre-Back,La Liga,muscular,4,28,34.5,241.0,0.75
javier manquillo,Right-Back,Premier League,ankle_foot,5,31,12.0,32.0,0.2
javier pastore,Attacking Midfield,Serie A,surgery,1,32,173.0,173.0,1.0
jawad el yamiq,Centre-Back,La Liga,muscular,4,31,15.0,22.0,0.0
jay rodríguez,Forward,Premier League,ankle_foot,2,31,20.5,26.0,0.0
jaïro riedewald,Defensive Midfield,Premier League,bruise,1,24,13.0,13.0,0.0
jean lucas,Central Midfield,Ligue 1,illness,1,24,8.0,8.0,0.0
jean manuel mbom,Right-Back,Bundesliga,muscular,3,23,12.0,47.0,0.3333333333333333
jean marcelin,Centre-Back,Ligue 1,illness,2,22,35.0,62.0,0.5
jean onana,Defensive Midfield,Ligue 1,muscular,2,24,21.5,25.0,0.0
jean-charles castelletto,Centre-Back,Ligue 1,illness,7,30,7.0,19.0,0.0
jean-clair todibo,Centre-Back,Ligue 1,ankle_foot,5,24,21.0,27.0,0.0
jean-daniel akpa akpro,Central Midfield,Serie A,ankle_foot,2,29,26.5,45.0,0.5
jean-eudes aholou,Defensive Midfield,Ligue 1,muscular,1,28,6.0,6.0,0.0
jean-kévin duverne,Centre-Back,Ligue 1,ankle_foot,2,28,16.5,25.0,0.0
jean-louis leca,Goalkeeper,Ligue 1,muscular,2,37,20.5,35.0,0.5
jean-mattéo bahoya,Left Winger,Bundesliga,ankle_foot,4,20,8.0,11.0,0.0
jean-paul boëtius,Attacking Midfield,Bundesliga,other,2,29,40.5,52.0,1.0
jean-philippe gbamin,Defensive Midfield,Premier League,ankle_foot,5,27,6.0,82.0,0.2
jean-philippe mateta,Forward,Premier League,head,1,28,22.0,22.0,0.0
jean-ricner bellegarde,Central Midfield,Ligue 1,muscular,6,26,33.5,59.0,0.5
jean-victor makengo,Central Midfield,Serie A,other,3,25,47.0,47.0,0.6666666666666666
jeanuël belocian,Centre-Back,Bundesliga,ankle_foot,3,20,39.0,248.0,0.6666666666666666
jed steer,Goalkeeper,Premier League,ankle_foot,1,29,243.0,243.0,1.0
jeff chabot,Centre-Back,Bundesliga,ankle_foot,7,27,11.0,64.0,0.14285714285714285
jeff ekhator,Forward,Serie A,other,1,18,32.0,32.0,1.0
jeff hendrick,Central Midfield,Premier League,other,1,29,7.0,7.0,0.0
jeff reine-adélaïde,Attacking Midfield,Ligue 1,bruise,12,26,21.0,383.0,0.3333333333333333
jefferson lerma,Defensive Midfield,Premier League,muscular,2,31,20.0,31.0,0.5
