player,position,league,usual_category,n_injuries,age,median_days,worst_days,severe_rate
pedro lima,Right-Back,Premier League,ankle_foot,1,19,7.0,7.0,0.0
pedro mendes,Centre-Back,Ligue 1,knee,4,32,172.0,229.0,0.75
pedro neto,Right Winger,Premier League,muscular,4,24,98.0,298.0,1.0
pedro obiang,Central Midfield,Serie A,muscular,1,32,128.0,128.0,1.0
pedro ortiz,Central Midfield,La Liga,knee,2,25,104.0,183.0,0.5
pedro porro,Right-Back,Premier League,bruise,2,24,18.5,19.0,0.0
pepín machín,Central Midfield,Serie A,knee,1,29,10.0,10.0,0.0
percy tau,Right Winger,Premier League,muscular,1,27,20.0,20.0,0.0
pere milla,Left Winger,La Liga,upper_body,1,30,1.0,1.0,0.0
pere pons,Central Midfield,La Liga,ankle_foot,3,29,26.0,62.0,0.3333333333333333
perr schuurs,Centre-Back,Serie A,knee,3,24,8.0,286.0,0.3333333333333333
peru nolaskoain,Defensive Midfield,La Liga,ankle_foot,6,25,66.5,271.0,0.8333333333333334
pervis estupiñán,Left-Back,Premier League,muscular,8,27,29.0,140.0,0.625
petar brlek,Defensive Midfield,Serie A,illness,1,27,27.0,27.0,0.0
petar musa,Forward,Bundesliga,ankle_foot,1,23,22.0,22.0,0.0
petar stojanović,Right-Back,Serie A,illness,1,26,3.0,3.0,0.0
petar suäiä‡,Central Midfield,Serie A,ankle_foot,1,22,82.0,82.0,1.0
peter ankersen,Right-Back,Serie A,ankle_foot,2,30,32.5,57.0,0.5
peter etebo,Defensive Midfield,Premier League,knee,1,26,155.0,155.0,1.0
peter pekarík,Right-Back,Bundesliga,illness,1,35,5.0,5.0,0.0
petko hristov,Centre-Back,Serie A,bruise,5,24,12.0,18.0,0.0
phil bardsley,Right-Back,Premier League,illness,2,36,18.0,20.0,0.0
phil foden,Right Winger,Premier League,other,5,25,12.0,40.0,0.2
philip billing,Central Midfield,Premier League,back,4,29,12.5,14.0,0.0
philipp förster,Attacking Midfield,Bundesliga,other,12,29,11.0,51.0,0.25
philipp hofmann,Forward,Bundesliga,fracture,1,32,25.0,25.0,0.0
philipp klement,Attacking Midfield,Bundesliga,illness,2,29,23.0,31.0,0.5
philipp lienhart,Centre-Back,Bundesliga,illness,9,29,21.0,72.0,0.3333333333333333
philipp max,Left-Back,Bundesliga,muscular,2,29,26.5,42.0,0.5
philipp pentke,Goalkeeper,Bundesliga,other,4,39,25.5,75.0,0.5
philipp sander,Central Midfield,Bundesliga,illness,3,27,10.0,34.0,0.3333333333333333
philipp treu,Right-Back,Bundesliga,muscular,1,24,18.0,18.0,0.0
philippe coutinho,Attacking Midfield,La Liga,muscular,8,32,22.5,221.0,0.375
philippe sandler,Centre-Back,Ligue 1,ankle_foot,4,25,91.0,99.0,1.0
phillipp mwene,Left-Back,Bundesliga,other,4,31,22.0,44.0,0.5
pierluigi gollini,Goalkeeper,Serie A,muscular,11,30,6.0,43.0,0.2727272727272727
piero hincapié,Centre-Back,Bundesliga,ankle_foot,2,21,25.0,31.0,0.5
pierre cornud,Left-Back,Ligue 1,bruise,3,28,24.0,50.0,0.3333333333333333
pierre ekwah,Defensive Midfield,Ligue 1,muscular,1,23,7.0,7.0,0.0
pierre kalulu,Centre-Back,Serie A,muscular,3,25,16.0,31.0,0.3333333333333333
pierre kunde,Central Midfield,Bundesliga,knee,1,25,65.0,65.0,1.0
pierre lees-melou,Defensive Midfield,Ligue 1,fracture,4,32,34.0,158.0,0.75
pierre-emerick aubameyang,Forward,Premier League,illness,11,34,15.0,19.0,0.0
pierre-emile højbjerg,Defensive Midfield,Premier League,other,5,30,15.0,25.0,0.0
pierre-yves hamel,Forward,Ligue 1,other,7,28,30.0,45.0,0.5714285714285714
pierrick capelle,Central Midfield,Ligue 1,other,5,38,21.0,59.0,0.4
pietro boer,Goalkeeper,Serie A,illness,1,20,8.0,8.0,0.0
pietro comuzzo,Centre-Back,Serie A,illness,2,19,5.5,6.0,0.0
pietro passador,Goalkeeper,Serie A,illness,1,21,13.0,13.0,0.0
pietro pellegri,Forward,Serie A,muscular,15,24,19.0,295.0,0.26666666666666666
pietro terracciano,Goalkeeper,Serie A,bruise,3,33,6.0,9.0,0.0
pio esposito,Forward,Serie A,knee,2,20,14.0,19.0,0.0
piotr johansson,Right-Back,Bundesliga,knee,1,30,278.0,278.0,1.0
piotr zieliński,Central Midfield,Serie A,muscular,13,31,8.0,58.0,0.23076923076923078
pol lirola,Right-Back,Ligue 1,knee,1,28,29.0,29.0,1.0
pontus almqvist,Right Winger,Serie A,muscular,4,26,21.5,41.0,0.25
pontus jansson,Centre-Back,Premier League,muscular,1,32,45.0,45.0,1.0
portu,Right Winger,La Liga,ankle_foot,1,33,53.0,53.0,1.0
presnel kimpembe,Centre-Back,Ligue 1,ankle_foot,9,27,12.0,639.0,0.3333333333333333
przemyslaw frankowski,Right-Back,Ligue 1,muscular,1,29,16.0,16.0,0.0
przemyslaw placheta,Left Winger,Premier League,other,1,24,42.0,42.0,1.0
przemyslaw szyminski,Centre-Back,Serie A,muscular,2,30,8.5,12.0,0.0
péter gulácsi,Goalkeeper,Bundesliga,other,9,35,11.0,345.0,0.1111111111111111
quentin boisgard,Attacking Midfield,Ligue 1,ankle_foot,2,26,200.0,353.0,1.0
quentin merlin,Left-Back,Ligue 1,muscular,6,23,24.0,66.0,0.3333333333333333
quini,Right-Back,La Liga,muscular,1,31,64.0,64.0,1.0
rabbi matondo,Right Winger,Bundesliga,knee,2,20,14.0,23.0,0.0
rachid alioui,Forward,Ligue 1,other,1,29,253.0,253.0,1.0
racine coly,Left-Back,Ligue 1,other,1,25,14.0,14.0,0.0
radamel falcao,Forward,La Liga,other,3,38,19.0,26.0,0.0
rade krunic,Defensive Midfield,Serie A,muscular,5,29,21.0,45.0,0.2
radja nainggolan,Central Midfield,Serie A,illness,6,33,11.0,24.0,0.0
radoslaw majecki,Goalkeeper,Ligue 1,muscular,3,25,26.0,62.0,0.3333333333333333
radu drăgușin,Centre-Back,Serie A,illness,3,23,23.0,335.0,0.3333333333333333
rafa marín,Centre-Back,La Liga,head,2,22,7.5,9.0,0.0
rafa mir,Forward,La Liga,muscular,3,28,50.0,69.0,0.6666666666666666
rafael,Goalkeeper,Serie A,ligament,1,39,62.0,62.0,1.0
rafael czichos,Centre-Back,Bundesliga,ankle_foot,2,32,10.0,14.0,0.0
rafael fernandes,Centre-Back,Ligue 1,other,1,22,57.0,57.0,1.0
rafael garcía,Left Winger,Ligue 1,illness,2,28,30.5,54.0,0.5
rafael leão,Left Winger,Serie A,muscular,6,26,18.5,29.0,0.16666666666666666
rafael ratão,Left Winger,Ligue 1,illness,2,27,18.0,30.0,0.5
rafael tolói,Centre-Back,Serie A,other,9,35,22.0,59.0,0.2222222222222222
rafal gikiewicz,Goalkeeper,Bundesliga,other,2,35,37.0,42.0,1.0
raffaele di gennaro,Goalkeeper,Serie A,upper_body,1,32,89.0,89.0,1.0
rafinha,Attacking Midfield,La Liga,other,10,29,6.0,13.0,0.0
ragnar ache,Forward,Bundesliga,muscular,6,23,27.5,114.0,0.5
ragnar klavan,Centre-Back,Serie A,illness,3,35,15.0,52.0,0.3333333333333333
raheem sterling,Right Winger,Premier League,muscular,7,30,7.0,29.0,0.14285714285714285
ralf fährmann,Goalkeeper,Bundesliga,muscular,5,34,29.0,50.0,0.6
ramon azeez,Central Midfield,La Liga,muscular,1,28,39.0,39.0,1.0
ramon hendriks,Centre-Back,Bundesliga,other,1,24,4.0,4.0,0.0
ramy bensebaini,Centre-Back,Bundesliga,other,12,30,8.0,70.0,0.16666666666666666
ramzi aya,Centre-Back,Serie A,muscular,1,32,37.0,37.0,1.0
ramón terrats,Central Midfield,La Liga,knee,1,23,97.0,97.0,1.0
randal kolo muani,Forward,Ligue 1,ankle_foot,8,26,4.5,16.0,0.0
randy nteka,Attacking Midfield,La Liga,muscular,4,27,20.0,47.0,0.25
rani khedira,Defensive Midfield,Bundesliga,muscular,3,30,20.0,58.0,0.3333333333333333
raoul bellanova,Right Midfield,Serie A,illness,2,22,15.0,21.0,0.0
raphael framberger,Right-Back,Bundesliga,muscular,6,28,58.0,366.0,0.6666666666666666
raphaël guerreiro,Left-Back,Bundesliga,other,13,31,13.0,57.0,0.23076923076923078
raphaël varane,Centre-Back,Premier League,other,13,32,18.0,144.0,0.23076923076923078
raphinha,Left Winger,La Liga,ankle_foot,6,27,13.5,30.0,0.3333333333333333
rareș burnete,Forward,Serie A,muscular,1,21,43.0,43.0,1.0
rasmus carstensen,Right Midfield,Bundesliga,upper_body,1,23,4.0,4.0,0.0
rasmus højlund,Forward,Premier League,muscular,6,22,16.0,51.0,0.3333333333333333
rasmus kristensen,Right-Back,Bundesliga,other,4,28,16.5,35.0,0.5
rasmus nicolaisen,Centre-Back,Ligue 1,ankle_foot,1,28,295.0,295.0,1.0
rayan aït-nouri,Left-Back,Premier League,muscular,9,22,14.0,27.0,0.0
rayan cherki,Right Winger,Ligue 1,ankle_foot,2,20,46.0,90.0,0.5
raúl albiol,Centre-Back,La Liga,muscular,1,38,36.0,36.0,1.0
raúl asencio,Forward,Serie A,muscular,1,23,52.0,52.0,1.0
raúl carnero,Left-Back,La Liga,knee,1,32,266.0,266.0,1.0
raúl garcía,Attacking Midfield,La Liga,back,2,37,6.5,7.0,0.0
raúl jiménez,Forward,Premier League,other,5,33,46.0,149.0,0.8
raúl moro,Left Winger,La Liga,upper_body,1,22,32.0,32.0,1.0
raúl parra,Right-Back,La Liga,other,1,23,17.0,17.0,0.0
raúl torrente,Centre-Back,La Liga,knee,1,20,267.0,267.0,1.0
recio,Central Midfield,La Liga,illness,1,31,10.0,10.0,0.0
reda belahyane,Defensive Midfield,Ligue 1,illness,2,20,6.0,6.0,0.0
reda khadra,Attacking Midfield,Ligue 1,knee,1,24,337.0,337.0,1.0
redi kasa,Forward,Serie A,ankle_foot,2,19,33.0,62.0,0.5
reece burke,Centre-Back,Premier League,knee,1,27,37.0,37.0,1.0
reece james,Right-Back,Premier League,muscular,14,25,36.5,152.0,0.5714285714285714
reece oxford,Centre-Back,Bundesliga,other,7,25,66.0,360.0,0.7142857142857143
reinhold yabo,Central Midfield,Bundesliga,other,4,29,12.5,19.0,0.0
reinier,Attacking Midfield,La Liga,muscular,6,22,22.5,54.0,0.3333333333333333
reinildo mandava,Left-Back,La Liga,other,3,29,3.0,274.0,0.3333333333333333
reiss nelson,Left Winger,Premier League,muscular,10,25,33.0,178.0,0.5
remi matthews,Goalkeeper,Premier League,other,1,29,3.0,3.0,0.0
remo freuler,Central Midfield,Serie A,illness,2,33,10.5,13.0,0.0
renan lodi,Left-Back,La Liga,ankle_foot,5,26,4.0,4.0,0.0
renat dadashov,Forward,Premier League,knee,1,22,182.0,182.0,1.0
renato sanches,Central Midfield,Serie A,muscular,9,26,22.0,45.0,0.3333333333333333
renato steffen,Right Winger,Bundesliga,ankle_foot,2,29,67.5,124.0,0.5
renato tapia,Defensive Midfield,La Liga,muscular,7,30,13.0,82.0,0.14285714285714285
renato veiga,Centre-Back,Premier League,muscular,2,22,17.0,17.0,0.0
renaud emond,Forward,Ligue 1,muscular,1,30,14.0,14.0,0.0
renaud ripart,Right Winger,Ligue 1,bruise,1,29,52.0,52.0,1.0
rey manaj,Forward,La Liga,illness,2,25,10.0,10.0,0.0
rhian brewster,Forward,Premier League,bruise,4,24,29.0,57.0,0.5
rhys healey,Forward,Ligue 1,knee,1,28,252.0,252.0,1.0
rhys norrington-davies,Left-Back,Premier League,muscular,2,22,9.5,15.0,0.0
rhys williams,Centre-Back,Premier League,back,4,23,19.0,36.0,0.5
ricardo pepi,Forward,Bundesliga,other,1,19,3.0,3.0,0.0
ricardo pereira,Right-Back,Premier League,muscular,4,32,72.5,185.0,0.5
ricardo rodríguez,Left-Back,Serie A,other,6,31,10.0,26.0,0.0
riccardo calafiori,Left-Back,Premier League,knee,9,23,26.0,59.0,0.3333333333333333
riccardo capellini,Centre-Back,Serie A,muscular,3,21,8.0,37.0,0.3333333333333333
riccardo castagnaviz,Defensive Midfield,Serie A,muscular,1,19,20.0,20.0,0.0
riccardo fiamozzi,Right-Back,Serie A,other,1,29,22.0,22.0,0.0
riccardo gagliolo,Centre-Back,Serie A,illness,5,32,8.0,17.0,0.0
riccardo ladinetti,Defensive Midfield,Serie A,other,1,21,156.0,156.0,1.0
riccardo marchizza,Left-Back,Serie A,muscular,6,26,17.5,128.0,0.3333333333333333
riccardo orsolini,Right Winger,Serie A,muscular,8,28,17.5,40.0,0.25
riccardo saponara,Attacking Midfield,Serie A,other,9,32,7.0,17.0,0.0
riccardo sottil,Left Winger,Serie A,muscular,7,25,19.0,144.0,0.42857142857142855
richard weil,Defensive Midfield,Bundesliga,muscular,1,34,25.0,25.0,0.0
richarlison,Forward,Premier League,muscular,13,28,25.0,73.0,0.46153846153846156
richie sagrado,Right-Back,Serie A,other,2,21,46.5,58.0,1.0
rick karsdorp,Right-Back,Serie A,other,8,29,9.5,74.0,0.375
rick van drongelen,Centre-Back,Bundesliga,illness,3,23,15.0,20.0,0.0
rico henry,Left-Back,Premier League,knee,5,28,49.0,386.0,1.0
ridgeciano haps,Left-Back,Serie A,other,5,32,18.0,28.0,0.2
rijad smajic,Centre-Back,Bundesliga,ankle_foot,1,19,127.0,127.0,1.0
ritsu doan,Right Winger,Bundesliga,knee,2,25,4.5,5.0,0.0
riyad mahrez,Right Winger,Premier League,illness,1,30,15.0,15.0,0.0
rob holding,Centre-Back,Premier League,muscular,5,28,15.0,540.0,0.4
robbie brady,Left Midfield,Premier League,muscular,6,29,9.0,12.0,0.0
rober ibáñez,Right Winger,La Liga,illness,2,29,13.0,13.0,0.0
robert andrich,Defensive Midfield,Bundesliga,ankle_foot,8,31,8.5,82.0,0.125
robert gumny,Right-Back,Bundesliga,muscular,11,27,15.0,190.0,0.36363636363636365
robert kwasigroch,Goalkeeper,Bundesliga,knee,1,19,126.0,126.0,1.0
robert lewandowski,Forward,La Liga,muscular,8,37,12.0,24.0,0.0
robert navarro,Right Winger,La Liga,muscular,1,23,70.0,70.0,1.0
robert skov,Left Midfield,Bundesliga,ankle_foot,12,29,13.5,141.0,0.3333333333333333
robert sánchez,Goalkeeper,Premier League,bruise,3,26,17.0,67.0,0.3333333333333333
robert tesche,Central Midfield,Bundesliga,illness,2,35,29.0,43.0,0.5
robert wagner,Central Midfield,Bundesliga,other,4,22,17.0,96.0,0.25
roberto,Goalkeeper,La Liga,illness,1,35,15.0,15.0,0.0
roberto firmino,Forward,Premier League,muscular,7,31,25.0,52.0,0.42857142857142855
roberto gagliardini,Central Midfield,Serie A,ankle_foot,6,31,18.0,140.0,0.3333333333333333
roberto inglese,Forward,Serie A,ankle_foot,3,29,13.0,98.0,0.3333333333333333
roberto massimo,Right Winger,Bundesliga,other,8,23,13.5,41.0,0.25
roberto pereyra,Central Midfield,Serie A,other,7,33,14.0,72.0,0.14285714285714285
roberto piccoli,Forward,Serie A,muscular,7,22,8.0,24.0,0.0
roberto soldado,Forward,La Liga,illness,2,36,13.5,16.0,0.0
roberto soriano,Attacking Midfield,Serie A,ankle_foot,2,32,34.0,63.0,0.5
roberto torres,Attacking Midfield,La Liga,other,1,32,8.0,8.0,0.0
robin gosens,Left-Back,Serie A,muscular,16,31,16.0,93.0,0.25
robin hack,Left Winger,Bundesliga,other,5,27,8.0,71.0,0.2
robin kehr,Forward,Bundesliga,ankle_foot,3,22,28.0,635.0,0.6666666666666666
robin knoche,Centre-Back,Bundesliga,other,1,32,25.0,25.0,0.0
robin koch,Centre-Back,Bundesliga,illness,10,29,15.5,102.0,0.2
robin le normand,Centre-Back,La Liga,ankle_foot,3,28,35.0,61.0,0.6666666666666666
robin quaison,Forward,Bundesliga,knee,1,27,31.0,31.0,1.0
robin zentner,Goalkeeper,Bundesliga,back,5,31,16.0,35.0,0.2
robson bambu,Centre-Back,Ligue 1,ankle_foot,1,24,75.0,75.0,1.0
rocco reitz,Central Midfield,Bundesliga,other,4,23,24.5,61.0,0.5
rodri,Defensive Midfield,Premier League,knee,2,29,139.5,236.0,1.0
rodrigo,Forward,Premier League,ankle_foot,4,32,35.5,41.0,0.75
rodrigo becão,Centre-Back,Serie A,other,2,27,38.0,67.0,0.5
rodrigo bentancur,Central Midfield,Premier League,ankle_foot,11,28,15.0,255.0,0.2727272727272727
rodrigo de paul,Central Midfield,La Liga,muscular,1,30,18.0,18.0,0.0
rodrigo ely,Centre-Back,La Liga,knee,1,27,192.0,192.0,1.0
rodrigo gomes,Left Midfield,Premier League,other,1,22,23.0,23.0,0.0
rodrigo muniz,Forward,Premier League,knee,4,24,38.5,48.0,0.75
rodrigo zalazar,Central Midfield,Bundesliga,ankle_foot,2,23,59.5,107.0,0.5
rodrygo,Right Winger,La Liga,muscular,10,24,12.5,66.0,0.1
roger assalé,Forward,Ligue 1,muscular,1,27,22.0,22.0,0.0
roger ibañez,Centre-Back,Serie A,other,4,24,13.0,21.0,0.0
rogério,Left-Back,Bundesliga,muscular,9,27,33.0,303.0,0.5555555555555556
roland sallai,Right-Back,Bundesliga,muscular,11,28,10.0,57.0,0.2727272727272727
rolando mandragora,Defensive Midfield,Serie A,knee,6,28,18.0,61.0,0.3333333333333333
romain amalfitano,Central Midfield,Ligue 1,muscular,1,31,42.0,42.0,1.0
romain del castillo,Right Winger,Ligue 1,muscular,9,29,36.0,58.0,0.5555555555555556
romain esse,Right Winger,Premier League,other,1,20,5.0,5.0,0.0
romain faivre,Attacking Midfield,Ligue 1,other,19,27,9.0,45.0,0.10526315789473684
romain hamouma,Right Winger,Ligue 1,muscular,8,36,25.5,59.0,0.375
romain salin,Goalkeeper,Ligue 1,muscular,1,37,104.0,104.0,1.0
romain saïss,Centre-Back,Premier League,bruise,2,31,18.5,27.0,0.0
romain thomas,Centre-Back,Ligue 1,back,2,34,18.0,22.0,0.0
roman bürki,Goalkeeper,Bundesliga,other,4,30,5.0,24.0,0.0
roman yaremchuk,Forward,La Liga,knee,3,28,10.0,33.0,0.3333333333333333
romano schmid,Attacking Midfield,Bundesliga,other,5,25,8.0,35.0,0.2
romelu lukaku,Forward,Serie A,muscular,10,31,11.5,58.0,0.3
romeo aigbekaen,Left Winger,Bundesliga,other,1,21,6.0,6.0,0.0
roméo lavia,Defensive Midfield,Premier League,muscular,9,21,51.0,186.0,0.8888888888888888
ron-thorben hoffmann,Goalkeeper,Bundesliga,illness,2,23,25.5,37.0,0.5
ronald araujo,Centre-Back,La Liga,muscular,15,26,19.0,147.0,0.26666666666666666
ronaldo vieira,Central Midfield,Serie A,muscular,8,24,62.0,308.0,1.0
ronaël pierre-gabriel,Right-Back,Ligue 1,muscular,1,26,22.0,22.0,0.0
ronny seibt,Goalkeeper,Bundesliga,upper_body,1,20,112.0,112.0,1.0
rony lopes,Right Winger,Ligue 1,muscular,1,25,16.0,16.0,0.0
ross barkley,Central Midfield,Premier League,muscular,6,31,42.5,87.0,0.5
ross stewart,Forward,Premier League,muscular,2,29,90.0,138.0,1.0
ruben aguilar,Right-Back,Ligue 1,muscular,13,32,8.0,89.0,0.15384615384615385
ruben loftus-cheek,Central Midfield,Premier League,bruise,11,29,23.0,65.0,0.36363636363636365
ruben providence,Left Winger,Serie A,ankle_foot,1,19,62.0,62.0,1.0
rubén alcaraz,Central Midfield,La Liga,illness,2,31,53.0,97.0,0.5
rubén blanco,Goalkeeper,La Liga,ankle_foot,2,30,123.0,123.0,1.0
rubén duarte,Centre-Back,La Liga,other,3,28,7.0,12.0,0.0
rubén garcía,Right Winger,La Liga,muscular,4,30,13.5,20.0,0.0
rubén martínez,Goalkeeper,La Liga,upper_body,1,37,152.0,152.0,1.0
rubén pardo,Central Midfield,La Liga,illness,1,29,10.0,10.0,0.0
rubén peña,Right-Back,La Liga,muscular,8,33,26.0,89.0,0.5
rubén rochina,Right Winger,La Liga,ankle_foot,1,31,60.0,60.0,1.0
rubén vargas,Left Winger,Bundesliga,muscular,15,27,21.0,88.0,0.3333333333333333
rui modesto,Right-Back,Serie A,other,1,26,7.0,7.0,0.0
rui patrício,Goalkeeper,Serie A,other,3,35,4.0,17.0,0.0
rui silva,Goalkeeper,La Liga,illness,1,27,4.0,4.0,0.0
rune jarstein,Goalkeeper,Bundesliga,illness,2,37,152.5,242.0,1.0
ruslan malinovskyi,Attacking Midfield,Serie A,illness,11,32,15.0,148.0,0.36363636363636365
ryad boudebouz,Attacking Midfield,Ligue 1,illness,2,32,9.0,13.0,0.0
ryan alebiosu,Right-Back,Premier League,back,1,20,65.0,65.0,1.0
ryan bertrand,Left-Back,Premier League,knee,3,32,43.0,510.0,0.6666666666666666
ryan christie,Central Midfield,Premier League,muscular,2,30,73.5,143.0,0.5
ryan fraser,Left Winger,Premier League,muscular,8,31,34.5,88.0,0.75
ryan fredericks,Right-Back,Premier League,muscular,4,30,26.0,50.0,0.5
ryan gravenberch,Defensive Midfield,Bundesliga,ankle_foot,3,22,19.0,19.0,0.0
ryan johansson,Left Winger,Bundesliga,other,1,23,22.0,22.0,0.0
ryan manning,Left-Back,Premier League,bruise,2,29,30.5,48.0,0.5
ryan sessegnon,Left-Back,Premier League,muscular,12,24,43.0,178.0,0.75
ryan trevitt,Central Midfield,Premier League,ankle_foot,3,22,114.0,191.0,0.6666666666666666
ryan yates,Central Midfield,Premier League,other,2,25,44.0,53.0,1.0
rémy cabella,Attacking Midfield,Ligue 1,other,1,35,15.0,15.0,0.0
rémy descamps,Goalkeeper,Ligue 1,other,2,28,31.5,43.0,0.5
rémy labeau lascary,Forward,Ligue 1,knee,1,22,183.0,183.0,1.0
rémy riou,Goalkeeper,Ligue 1,muscular,1,36,19.0,19.0,0.0
rémy vita,Left-Back,Bundesliga,muscular,1,20,13.0,13.0,0.0
rúben dias,Centre-Back,Premier League,muscular,5,28,25.0,40.0,0.4
rúben neves,Defensive Midfield,Premier League,illness,2,25,24.5,38.0,0.5
rúben vinagre,Left-Back,Premier League,other,1,22,14.0,14.0,0.0
răzvan marin,Central Midfield,Serie A,bruise,4,28,13.5,42.0,0.25
răzvan sava,Goalkeeper,Serie A,upper_body,1,23,41.0,41.0,1.0
saad agouzoul,Centre-Back,Ligue 1,ankle_foot,1,28,152.0,152.0,1.0
saad el haddad,Attacking Midfield,Serie A,other,1,20,3.0,3.0,0.0
saba sazonov,Centre-Back,Serie A,knee,4,23,139.0,258.0,0.5
sabin merino,Forward,La Liga,illness,1,30,10.0,10.0,0.0
sacha boey,Right-Back,Bundesliga,ankle_foot,7,25,20.0,62.0,0.42857142857142855
sada thioub,Right Winger,Ligue 1,ankle_foot,1,26,21.0,21.0,0.0
sadio mané,Left Winger,Premier League,bruise,3,31,15.0,106.0,0.3333333333333333
saidy janko,Right-Back,La Liga,muscular,1,25,32.0,32.0,1.0
salif sané,Centre-Back,Bundesliga,knee,2,30,67.0,112.0,0.5
salih özcan,Defensive Midfield,Bundesliga,other,7,27,11.0,42.0,0.2857142857142857
salim ben seghir,Left Winger,Ligue 1,knee,1,22,91.0,91.0,1.0
salis abdul samed,Defensive Midfield,Ligue 1,ankle_foot,3,24,6.0,9.0,0.0
salva ferrer,Right-Back,Serie A,other,3,25,37.0,47.0,0.6666666666666666
salvatore bocchetti,Centre-Back,Serie A,muscular,1,34,19.0,19.0,0.0
salvatore sirigu,Goalkeeper,Serie A,muscular,7,36,11.0,98.0,0.2857142857142857
salvi sánchez,Right Winger,La Liga,muscular,2,33,12.0,17.0,0.0
sam beukema,Centre-Back,Serie A,other,1,25,15.0,15.0,0.0
sam field,Defensive Midfield,Premier League,knee,1,23,86.0,86.0,1.0
sam hughes,Centre-Back,Premier League,knee,1,24,338.0,338.0,1.0
sam johnstone,Goalkeeper,Premier League,illness,3,31,38.0,113.0,0.6666666666666666
sam lammers,Forward,Serie A,bruise,4,26,20.5,32.0,0.5
sam morsy,Central Midfield,Premier League,muscular,2,34,6.0,8.0,0.0
saman ghoddos,Attacking Midfield,Premier League,illness,1,28,8.0,8.0,0.0
sami khedira,Central Midfield,Bundesliga,muscular,2,34,21.5,30.0,0.5
samir caetano,Centre-Back,Serie A,muscular,1,26,23.0,23.0,0.0
samir handanovič,Goalkeeper,Serie A,muscular,2,38,16.5,27.0,0.0
samir ujkani,Goalkeeper,Serie A,illness,1,32,24.0,24.0,0.0
sammie szmodics,Attacking Midfield,Premier League,ankle_foot,2,30,60.5,79.0,1.0
samu castillejo,Right Winger,Serie A,muscular,8,29,8.0,50.0,0.25
samuel bamba,Right Winger,Bundesliga,muscular,2,21,10.5,17.0,0.0
samuel chukwueze,Right Winger,La Liga,muscular,6,26,19.5,162.0,0.3333333333333333
samuel dahl,Left-Back,Serie A,illness,1,22,5.0,5.0,0.0
samuel di carmine,Forward,Serie A,muscular,4,34,21.5,55.0,0.25
samuel edozie,Left Winger,Premier League,other,5,22,21.0,113.0,0.2
samuel gigot,Centre-Back,Ligue 1,muscular,7,32,14.0,26.0,0.0
samuel grandsir,Right Winger,Ligue 1,ankle_foot,1,29,31.0,31.0,1.0
samuel iling-junior,Left-Back,Serie A,ankle_foot,3,22,12.0,63.0,0.3333333333333333
samuel kalu,Right Winger,Premier League,other,1,24,8.0,8.0,0.0
samuel lino,Left Winger,La Liga,knee,1,24,15.0,15.0,0.0
samuel loric,Left-Back,Ligue 1,other,1,22,59.0,59.0,1.0
samuel mbangula,Left Winger,Serie A,other,1,21,18.0,18.0,0.0
samuel mráz,Forward,Serie A,upper_body,1,25,38.0,38.0,1.0
samuel umtiti,Centre-Back,La Liga,knee,11,31,27.0,364.0,0.45454545454545453
samuele birindelli,Right-Back,Serie A,ankle_foot,3,26,27.0,45.0,0.3333333333333333
samuele di benedetto,Defensive Midfield,Bundesliga,fracture,1,18,132.0,132.0,1.0
samuele mulattieri,Forward,Serie A,illness,1,23,5.0,5.0,0.0
samuele perisan,Goalkeeper,Serie A,ankle_foot,2,28,122.0,126.0,1.0
samuele ricci,Defensive Midfield,Serie A,muscular,10,24,11.0,37.0,0.2
samuele spalluto,Forward,Ligue 1,head,1,22,6.0,6.0,0.0
samuele vignato,Attacking Midfield,Serie A,muscular,4,21,34.0,84.0,0.75
samuele vitale,Goalkeeper,Serie A,upper_body,1,18,17.0,17.0,0.0
samú costa,Defensive Midfield,La Liga,muscular,2,24,21.5,26.0,0.0
sander berge,Defensive Midfield,Premier League,ankle_foot,3,27,26.0,94.0,0.3333333333333333
sandi lovrić,Central Midfield,Serie A,muscular,3,27,9.0,54.0,0.3333333333333333
sandro ramírez,Forward,La Liga,other,2,28,26.0,45.0,0.5
sandro tonali,Defensive Midfield,Serie A,other,8,23,5.0,9.0,0.0
sanjin prcic,Central Midfield,Ligue 1,knee,1,28,25.0,25.0,0.0
santi mina,Forward,La Liga,other,1,26,18.0,18.0,0.0
santiago arias,Right-Back,Bundesliga,fracture,2,30,204.0,280.0,1.0
santiago ascacíbar,Defensive Midfield,Bundesliga,muscular,5,26,24.0,63.0,0.4
santiago bueno,Centre-Back,La Liga,muscular,4,26,12.5,90.0,0.25
santiago castro,Forward,Serie A,ankle_foot,1,21,10.0,10.0,0.0
santiago gimenez,Forward,Serie A,bruise,2,24,37.5,65.0,0.5
santiago mouriño,Right-Back,La Liga,muscular,2,23,27.0,27.0,0.0
santiago pierotti,Right Winger,Serie A,other,1,23,6.0,6.0,0.0
santiago ramos mingo,Centre-Back,La Liga,muscular,1,19,83.0,83.0,1.0
sardar azmoun,Forward,Bundesliga,muscular,9,29,12.0,47.0,0.3333333333333333
sargis adamyan,Forward,Bundesliga,muscular,6,31,15.5,20.0,0.0
sasa kalajdzic,Forward,Bundesliga,knee,11,28,48.0,437.0,0.5454545454545454
sascha burchert,Goalkeeper,Bundesliga,illness,3,36,97.0,264.0,0.6666666666666666
